Supplier,CreatedOn,CompletedDate,Time_To_Complete,Total,Guid,SupplierCode,SupplierName
"{'Guid': 'e462cc98-230f-4dcb-803a-fcadaf1369d1', 'SupplierCode': 'Ohio Valley Flooring', 'SupplierName': 'Ohio Valley Flooring'}",2018-07-06,2018-07-26,20 days 03:32:45.533000000,9028.8,e462cc98-230f-4dcb-803a-fcadaf1369d1,Ohio Valley Flooring,Ohio Valley Flooring
"{'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}",2018-07-06,2018-07-27,20 days 23:03:54.348000000,174.0,ab8f9204-aa58-47e7-8a9e-5c83372480e7,"SAINT-GOBAIN ABRASIVES, INC.","SAINT-GOBAIN ABRASIVES, INC."
"{'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}",2018-07-06,2018-07-18,12 days 00:19:36.007000000,117.6,ab8f9204-aa58-47e7-8a9e-5c83372480e7,"SAINT-GOBAIN ABRASIVES, INC.","SAINT-GOBAIN ABRASIVES, INC."
"{'Guid': 'c9fd9a1a-87ad-467c-a900-19ba1e5eb745', 'SupplierCode': 'L&L HARDWOODS, INC.', 'SupplierName': 'L&L HARDWOODS, INC.'}",2018-07-06,2018-08-06,31 days 01:50:05.430000000,5707.5,c9fd9a1a-87ad-467c-a900-19ba1e5eb745,"L&L HARDWOODS, INC.","L&L HARDWOODS, INC."
"{'Guid': '525ae327-d3dd-4d28-a396-5a76f17712c1', 'SupplierCode': 'JOHNSON PREMIUM HARDWOOD', 'SupplierName': 'JOHNSON PREMIUM HARDWOOD'}",2018-07-06,2018-08-06,30 days 23:57:51.567000000,171.08,525ae327-d3dd-4d28-a396-5a76f17712c1,JOHNSON PREMIUM HARDWOOD,JOHNSON PREMIUM HARDWOOD
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-07-06,2018-07-13,6 days 22:16:10.012000000,5483.2,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-07-06,2018-07-26,20 days 01:00:55.431000000,97.15,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-07-06,2018-07-13,6 days 21:46:21.602000000,6182.4,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-07-06,2018-07-13,6 days 20:30:00.965000000,1857.6,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': 'ba48c6a8-fe8d-4c8f-b676-12e1ff706f02', 'SupplierCode': 'REAL WOOD FLOORS', 'SupplierName': 'REAL WOOD FLOORS'}",2018-07-06,2018-07-12,5 days 20:48:34.976000000,3075.33,ba48c6a8-fe8d-4c8f-b676-12e1ff706f02,REAL WOOD FLOORS,REAL WOOD FLOORS
"{'Guid': 'ba48c6a8-fe8d-4c8f-b676-12e1ff706f02', 'SupplierCode': 'REAL WOOD FLOORS', 'SupplierName': 'REAL WOOD FLOORS'}",2018-07-09,2018-07-12,3 days 02:41:17.481000000,924.53,ba48c6a8-fe8d-4c8f-b676-12e1ff706f02,REAL WOOD FLOORS,REAL WOOD FLOORS
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-07-09,2018-07-23,14 days 00:17:25.271000000,122.23,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-07-09,2018-07-13,4 days 00:33:59.761000000,2547.4,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': 'd320ea27-5022-44fe-b03a-7038f3e85d65', 'SupplierCode': 'American OEM', 'SupplierName': 'American OEM'}",2018-07-09,2018-07-24,14 days 21:26:39.581000000,14520.6,d320ea27-5022-44fe-b03a-7038f3e85d65,American OEM,American OEM
"{'Guid': '9f09a640-5bf9-435c-ab85-e49db47d014e', 'SupplierCode': 'Artistic Finishes', 'SupplierName': 'Artistic Finishes'}",2018-07-09,2018-07-26,16 days 21:19:38.480000000,647.83,9f09a640-5bf9-435c-ab85-e49db47d014e,Artistic Finishes,Artistic Finishes
"{'Guid': '13d61cd0-5628-459e-83df-4f858235660e', 'SupplierCode': 'RUBIO MONOCOAT USA, LLC', 'SupplierName': 'RUBIO MONOCOAT USA, LLC'}",2018-07-09,2018-07-13,4 days 00:16:03.363000000,123.8,13d61cd0-5628-459e-83df-4f858235660e,"RUBIO MONOCOAT USA, LLC","RUBIO MONOCOAT USA, LLC"
"{'Guid': 'b5959c5d-be6e-4a0b-a39a-096cd21ed82f', 'SupplierCode': '3M Company', 'SupplierName': '3M Company'}",2018-07-09,2018-07-09,0 days 00:02:06.665000000,468.0,b5959c5d-be6e-4a0b-a39a-096cd21ed82f,3M Company,3M Company
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-07-09,2018-07-26,17 days 03:01:42.985000000,1539.2,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}",2018-07-09,2018-07-18,9 days 01:08:31.111000000,267.6,ab8f9204-aa58-47e7-8a9e-5c83372480e7,"SAINT-GOBAIN ABRASIVES, INC.","SAINT-GOBAIN ABRASIVES, INC."
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-07-09,2018-07-26,17 days 02:41:13.136000000,2249.6,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-07-09,2018-07-13,3 days 23:03:55.731000000,558.4,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '97358c1d-d9ff-4af3-8513-ce250880293d', 'SupplierCode': 'PAW ENTERPRISES', 'SupplierName': 'PAW ENTERPRISES'}",2018-07-09,2018-07-09,0 days 00:01:52.551000000,143.7,97358c1d-d9ff-4af3-8513-ce250880293d,PAW ENTERPRISES,PAW ENTERPRISES
"{'Guid': '97358c1d-d9ff-4af3-8513-ce250880293d', 'SupplierCode': 'PAW ENTERPRISES', 'SupplierName': 'PAW ENTERPRISES'}",2018-07-09,2018-07-09,0 days 00:01:14.914000000,317.35,97358c1d-d9ff-4af3-8513-ce250880293d,PAW ENTERPRISES,PAW ENTERPRISES
"{'Guid': '674c4ed6-6a2c-40bf-b7bc-a7eb69bba746', 'SupplierCode': 'GRILL WORKS, INC.', 'SupplierName': 'GRILL WORKS, INC.'}",2018-07-09,2018-07-20,10 days 22:19:38.036000000,144.3,674c4ed6-6a2c-40bf-b7bc-a7eb69bba746,"GRILL WORKS, INC.","GRILL WORKS, INC."
"{'Guid': 'ba48c6a8-fe8d-4c8f-b676-12e1ff706f02', 'SupplierCode': 'REAL WOOD FLOORS', 'SupplierName': 'REAL WOOD FLOORS'}",2018-07-09,2018-07-26,16 days 20:21:25.717000000,235.87,ba48c6a8-fe8d-4c8f-b676-12e1ff706f02,REAL WOOD FLOORS,REAL WOOD FLOORS
"{'Guid': '525ae327-d3dd-4d28-a396-5a76f17712c1', 'SupplierCode': 'JOHNSON PREMIUM HARDWOOD', 'SupplierName': 'JOHNSON PREMIUM HARDWOOD'}",2018-07-09,2018-07-19,9 days 22:03:56.194000000,798.56,525ae327-d3dd-4d28-a396-5a76f17712c1,JOHNSON PREMIUM HARDWOOD,JOHNSON PREMIUM HARDWOOD
"{'Guid': '042f88d1-f621-4177-9d78-f87826d6b9c6', 'SupplierCode': 'From the Forest, LLC', 'SupplierName': 'From the Forest, LLC'}",2018-07-10,2018-08-24,45 days 07:28:23.372000000,3269.75,042f88d1-f621-4177-9d78-f87826d6b9c6,"From the Forest, LLC","From the Forest, LLC"
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-07-10,2018-07-26,16 days 06:44:59.300000000,2276.4,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-07-10,2018-07-26,16 days 04:36:55.426000000,894.2,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8f909249-63d3-43a8-9c11-c39be40e5399', 'SupplierCode': 'Lebanon Oak Flooring Co. LLC', 'SupplierName': 'Lebanon Oak Flooring Co. LLC'}",2018-07-10,2018-08-07,28 days 03:19:57.063000000,1166.3,8f909249-63d3-43a8-9c11-c39be40e5399,Lebanon Oak Flooring Co. LLC,Lebanon Oak Flooring Co. LLC
"{'Guid': '54559f64-fbc9-4e79-90fc-c5184fd25258', 'SupplierCode': 'BUNKER FLOOR SUPPLY INC.', 'SupplierName': 'BUNKER FLOOR SUPPLY INC.'}",2018-07-11,2018-07-13,2 days 05:06:34.410000000,1520.1,54559f64-fbc9-4e79-90fc-c5184fd25258,BUNKER FLOOR SUPPLY INC.,BUNKER FLOOR SUPPLY INC.
"{'Guid': '0871166d-a9b7-439c-afdf-3f67c82ba5c4', 'SupplierCode': 'DESIGN HARDWOOD PRODUCTS, INC.', 'SupplierName': 'DESIGN HARDWOOD PRODUCTS, INC.'}",2018-07-11,2018-07-20,9 days 05:29:07.943000000,3226.02,0871166d-a9b7-439c-afdf-3f67c82ba5c4,"DESIGN HARDWOOD PRODUCTS, INC.","DESIGN HARDWOOD PRODUCTS, INC."
"{'Guid': '0faf6937-8984-4f8f-a11c-dc2e3c639b6a', 'SupplierCode': 'Teckton', 'SupplierName': 'Teckton'}",2018-07-11,2018-07-19,8 days 04:50:46.447000000,1643.65,0faf6937-8984-4f8f-a11c-dc2e3c639b6a,Teckton,Teckton
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-07-11,2018-07-26,15 days 02:41:10.128000000,4308.0,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '674c4ed6-6a2c-40bf-b7bc-a7eb69bba746', 'SupplierCode': 'GRILL WORKS, INC.', 'SupplierName': 'GRILL WORKS, INC.'}",2018-07-11,2018-07-27,15 days 20:51:34.650000000,35.2,674c4ed6-6a2c-40bf-b7bc-a7eb69bba746,"GRILL WORKS, INC.","GRILL WORKS, INC."
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-07-12,2018-07-26,14 days 07:15:36.479000000,3091.2,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '525ae327-d3dd-4d28-a396-5a76f17712c1', 'SupplierCode': 'JOHNSON PREMIUM HARDWOOD', 'SupplierName': 'JOHNSON PREMIUM HARDWOOD'}",2018-07-12,2018-07-19,7 days 05:29:33.504000000,2777.99,525ae327-d3dd-4d28-a396-5a76f17712c1,JOHNSON PREMIUM HARDWOOD,JOHNSON PREMIUM HARDWOOD
"{'Guid': '525ae327-d3dd-4d28-a396-5a76f17712c1', 'SupplierCode': 'JOHNSON PREMIUM HARDWOOD', 'SupplierName': 'JOHNSON PREMIUM HARDWOOD'}",2018-07-12,2018-07-23,11 days 02:06:23.157000000,46.0,525ae327-d3dd-4d28-a396-5a76f17712c1,JOHNSON PREMIUM HARDWOOD,JOHNSON PREMIUM HARDWOOD
"{'Guid': 'c9fd9a1a-87ad-467c-a900-19ba1e5eb745', 'SupplierCode': 'L&L HARDWOODS, INC.', 'SupplierName': 'L&L HARDWOODS, INC.'}",2018-07-12,2018-08-02,21 days 06:19:02.438000000,4766.66,c9fd9a1a-87ad-467c-a900-19ba1e5eb745,"L&L HARDWOODS, INC.","L&L HARDWOODS, INC."
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-07-12,2018-08-17,35 days 22:57:34.376000000,7260.0,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '9fee1e28-20f3-49c8-8b85-d368f2f62baa', 'SupplierCode': 'Pallmann', 'SupplierName': 'Uzin Utz North America, Inc.'}",2018-07-12,2018-07-27,15 days 00:52:36.082000000,8165.98,9fee1e28-20f3-49c8-8b85-d368f2f62baa,Pallmann,"Uzin Utz North America, Inc."
"{'Guid': 'd94374ea-6751-4398-af75-9bdf91ae439d', 'SupplierCode': 'FORTIFIBER CORPORATION', 'SupplierName': 'Henry Company'}",2018-07-12,2018-08-13,31 days 19:59:32.455000000,10900.0,d94374ea-6751-4398-af75-9bdf91ae439d,FORTIFIBER CORPORATION,Henry Company
"{'Guid': '674c4ed6-6a2c-40bf-b7bc-a7eb69bba746', 'SupplierCode': 'GRILL WORKS, INC.', 'SupplierName': 'GRILL WORKS, INC.'}",2018-07-12,2018-07-23,10 days 21:19:42.124000000,348.0,674c4ed6-6a2c-40bf-b7bc-a7eb69bba746,"GRILL WORKS, INC.","GRILL WORKS, INC."
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-07-12,2018-07-26,14 days 00:27:36.307000000,2486.4,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-07-13,2018-07-26,13 days 07:08:13.693000000,77.0,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': 'ba48c6a8-fe8d-4c8f-b676-12e1ff706f02', 'SupplierCode': 'REAL WOOD FLOORS', 'SupplierName': 'REAL WOOD FLOORS'}",2018-07-13,2018-07-18,5 days 00:11:57.945000000,32.87,ba48c6a8-fe8d-4c8f-b676-12e1ff706f02,REAL WOOD FLOORS,REAL WOOD FLOORS
"{'Guid': 'ba48c6a8-fe8d-4c8f-b676-12e1ff706f02', 'SupplierCode': 'REAL WOOD FLOORS', 'SupplierName': 'REAL WOOD FLOORS'}",2018-07-13,2018-07-26,13 days 01:31:01.216000000,85.26,ba48c6a8-fe8d-4c8f-b676-12e1ff706f02,REAL WOOD FLOORS,REAL WOOD FLOORS
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-07-13,2018-07-26,13 days 04:09:40.418000000,980.4,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-07-13,2018-07-26,13 days 03:53:22.986000000,2026.4,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': 'f0433f30-c232-44cd-a2b6-690e334d461e', 'SupplierCode': 'Superior Hardwood Flooring', 'SupplierName': 'Superior Hardwood Flooring'}",2018-07-13,2018-07-26,13 days 00:57:55.696000000,1575.59,f0433f30-c232-44cd-a2b6-690e334d461e,Superior Hardwood Flooring,Superior Hardwood Flooring
"{'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}",2018-07-13,2018-07-17,3 days 19:14:26.110000000,403.81,ab8f9204-aa58-47e7-8a9e-5c83372480e7,"SAINT-GOBAIN ABRASIVES, INC.","SAINT-GOBAIN ABRASIVES, INC."
"{'Guid': '674c4ed6-6a2c-40bf-b7bc-a7eb69bba746', 'SupplierCode': 'GRILL WORKS, INC.', 'SupplierName': 'GRILL WORKS, INC.'}",2018-07-13,2018-07-26,13 days 00:08:31.134000000,49.5,674c4ed6-6a2c-40bf-b7bc-a7eb69bba746,"GRILL WORKS, INC.","GRILL WORKS, INC."
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-07-13,2018-07-26,13 days 01:11:34.016000000,2976.0,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': 'ba48c6a8-fe8d-4c8f-b676-12e1ff706f02', 'SupplierCode': 'REAL WOOD FLOORS', 'SupplierName': 'REAL WOOD FLOORS'}",2018-07-13,2018-07-26,12 days 21:30:03.911000000,1528.16,ba48c6a8-fe8d-4c8f-b676-12e1ff706f02,REAL WOOD FLOORS,REAL WOOD FLOORS
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-07-13,2018-07-26,12 days 23:48:00.371000000,1842.8,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-07-16,2018-08-17,32 days 00:42:08.514000000,125.51,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}",2018-07-16,2018-07-18,1 days 20:55:46.532000000,721.89,ab8f9204-aa58-47e7-8a9e-5c83372480e7,"SAINT-GOBAIN ABRASIVES, INC.","SAINT-GOBAIN ABRASIVES, INC."
"{'Guid': 'ba48c6a8-fe8d-4c8f-b676-12e1ff706f02', 'SupplierCode': 'REAL WOOD FLOORS', 'SupplierName': 'REAL WOOD FLOORS'}",2018-07-16,2018-09-05,51 days 01:02:45.123000000,1155.43,ba48c6a8-fe8d-4c8f-b676-12e1ff706f02,REAL WOOD FLOORS,REAL WOOD FLOORS
"{'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}",2018-07-16,2018-07-19,2 days 19:29:41.033000000,341.44,ab8f9204-aa58-47e7-8a9e-5c83372480e7,"SAINT-GOBAIN ABRASIVES, INC.","SAINT-GOBAIN ABRASIVES, INC."
"{'Guid': '7e14aafc-7d38-4fae-8735-f672eed643d1', 'SupplierCode': 'Allegheny Mountain Hardwood Flooring', 'SupplierName': 'Allegheny Mountain Hardwood Flooring'}",2018-07-16,2018-07-23,6 days 19:55:49.971000000,13594.9,7e14aafc-7d38-4fae-8735-f672eed643d1,Allegheny Mountain Hardwood Flooring,Allegheny Mountain Hardwood Flooring
"{'Guid': 'b5959c5d-be6e-4a0b-a39a-096cd21ed82f', 'SupplierCode': '3M Company', 'SupplierName': '3M Company'}",2018-07-17,2018-09-13,58 days 08:16:46.290000000,1344.96,b5959c5d-be6e-4a0b-a39a-096cd21ed82f,3M Company,3M Company
"{'Guid': '1a6ac0d7-b0d4-41f5-864a-ac72ce683ff2', 'SupplierCode': 'PALO DURO HARDWOODS, INC.', 'SupplierName': 'PALO DURO HARDWOODS, INC.'}",2018-07-17,2018-08-03,17 days 06:55:51.754000000,272.66,1a6ac0d7-b0d4-41f5-864a-ac72ce683ff2,"PALO DURO HARDWOODS, INC.","PALO DURO HARDWOODS, INC."
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-07-17,2018-07-26,9 days 06:22:47.319000000,9016.0,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': 'ba48c6a8-fe8d-4c8f-b676-12e1ff706f02', 'SupplierCode': 'REAL WOOD FLOORS', 'SupplierName': 'REAL WOOD FLOORS'}",2018-07-17,2018-09-05,50 days 03:57:36.113000000,2570.25,ba48c6a8-fe8d-4c8f-b676-12e1ff706f02,REAL WOOD FLOORS,REAL WOOD FLOORS
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-07-17,2018-09-07,51 days 19:47:04.757000000,581.0,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-07-17,2018-07-26,9 days 00:50:14.918000000,1530.0,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-07-18,2018-08-10,22 days 23:06:29.307000000,201.48,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}",2018-07-18,2018-07-19,0 days 21:02:47.406000000,78.0,ab8f9204-aa58-47e7-8a9e-5c83372480e7,"SAINT-GOBAIN ABRASIVES, INC.","SAINT-GOBAIN ABRASIVES, INC."
"{'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}",2018-07-18,2018-07-19,0 days 21:48:05.594000000,475.5,ab8f9204-aa58-47e7-8a9e-5c83372480e7,"SAINT-GOBAIN ABRASIVES, INC.","SAINT-GOBAIN ABRASIVES, INC."
"{'Guid': 'ba48c6a8-fe8d-4c8f-b676-12e1ff706f02', 'SupplierCode': 'REAL WOOD FLOORS', 'SupplierName': 'REAL WOOD FLOORS'}",2018-07-18,2018-07-26,7 days 21:28:47.984000000,462.26,ba48c6a8-fe8d-4c8f-b676-12e1ff706f02,REAL WOOD FLOORS,REAL WOOD FLOORS
"{'Guid': 'ca54e8e6-01de-4aae-a0be-1f99610a6878', 'SupplierCode': 'INSL-X PRODUCTS CORP.', 'SupplierName': 'INSL-X PRODUCTS CORP.'}",2018-07-18,2018-09-11,54 days 19:00:48.306000000,5480.51,ca54e8e6-01de-4aae-a0be-1f99610a6878,INSL-X PRODUCTS CORP.,INSL-X PRODUCTS CORP.
"{'Guid': '97358c1d-d9ff-4af3-8513-ce250880293d', 'SupplierCode': 'PAW ENTERPRISES', 'SupplierName': 'PAW ENTERPRISES'}",2018-07-19,2018-08-02,14 days 03:45:48.997000000,1046.73,97358c1d-d9ff-4af3-8513-ce250880293d,PAW ENTERPRISES,PAW ENTERPRISES
"{'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}",2018-07-19,2018-07-20,1 days 01:06:54.537000000,260.0,ab8f9204-aa58-47e7-8a9e-5c83372480e7,"SAINT-GOBAIN ABRASIVES, INC.","SAINT-GOBAIN ABRASIVES, INC."
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-07-19,2018-08-17,28 days 22:19:46.435000000,1447.2,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-07-19,2018-08-17,28 days 21:31:35.195000000,122.4,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
